date,close,open,high,low,volume
2024-05-14T00:00:00-04:00,170.34,169.77,171.25,168.8,25127138.0
2024-05-15T00:00:00-04:00,172.51,170.63,172.65,170.51,26948400.0
2024-05-16T00:00:00-04:00,174.18,173.29,175.12,172.69,27867947.0
2024-05-17T00:00:00-04:00,176.06,174.18,176.27,173.69,24479300.0
2024-05-20T00:00:00-04:00,176.92,176.19,178.77,176.08,22554400.0
2024-05-21T00:00:00-04:00,177.85,176.9,178.15,175.81,16989400.0
2024-05-22T00:00:00-04:00,176.38,176.64,177.15,175.21,17880042.0
2024-05-23T00:00:00-04:00,173.55,177.07,178.25,172.95,21024935.0
2024-05-24T00:00:00-04:00,174.99,174.98,175.77,173.65,16579438.0
2024-05-28T00:00:00-04:00,176.4,174.45,177.27,174.37,20572200.0
2024-05-29T00:00:00-04:00,175.9,175.43,176.84,174.72,23388700.0
2024-05-30T00:00:00-04:00,172.11,175.2,175.22,171.79,22958700.0
2024-05-31T00:00:00-04:00,172.5,171.86,173.06,169.44,37638900.0
2024-06-03T00:00:00-04:00,173.17,172.54,174.53,171.16,27459118.0
2024-06-04T00:00:00-04:00,173.79,173.28,173.85,171.89,26879600.0
2024-06-05T00:00:00-04:00,175.41,175.2,176.65,173.93,22068519.0
2024-06-06T00:00:00-04:00,176.73,175.9,177.15,175.75,23251013.0
2024-06-07T00:00:00-04:00,174.46,177.05,177.87,174.3,19661400.0
2024-06-10T00:00:00-04:00,175.01,174.97,177.06,172.76,23779218.0
2024-06-11T00:00:00-04:00,176.62,176.22,176.84,173.77,21540600.0
2024-06-12T00:00:00-04:00,177.79,178.25,180.41,176.11,27864737.0
2024-06-13T00:00:00-04:00,175.16,176.11,176.74,174.88,20913300.0
2024-06-14T00:00:00-04:00,176.79,174.22,177.06,174.15,18063600.0
2024-06-17T00:00:00-04:00,177.24,175.46,178.36,174.81,19618500.0
2024-06-18T00:00:00-04:00,175.09,177.14,177.39,174.1,21869900.0
2024-06-20T00:00:00-04:00,176.3,175.37,177.29,174.99,20160100.0
2024-06-21T00:00:00-04:00,179.63,177.0,180.85,176.61,58582743.0
2024-06-24T00:00:00-04:00,179.22,180.16,180.89,178.67,18298012.0
2024-06-25T00:00:00-04:00,184.03,179.62,184.29,179.42,23235600.0
2024-06-26T00:00:00-04:00,183.88,182.63,184.51,182.48,19839000.0
2024-06-27T00:00:00-04:00,185.41,184.18,186.05,184.02,18848900.0
2024-06-28T00:00:00-04:00,182.15,184.32,185.13,181.96,29156644.0
2024-07-01T00:00:00-04:00,182.99,183.03,183.88,181.3,16006128.0
2024-07-02T00:00:00-04:00,185.24,182.05,185.57,181.56,17372500.0
2024-07-03T00:00:00-04:00,185.82,184.85,186.09,184.0,10242126.0
2024-07-05T00:00:00-04:00,190.6,185.86,190.86,185.8,20967500.0
2024-07-08T00:00:00-04:00,189.03,189.9,190.17,187.78,21035900.0
2024-07-09T00:00:00-04:00,188.98,190.31,191.36,188.72,15141312.0
2024-07-10T00:00:00-04:00,191.18,189.15,191.75,189.03,15952500.0
2024-07-11T00:00:00-04:00,185.57,189.85,190.86,185.08,25625800.0
2024-07-12T00:00:00-04:00,185.07,185.08,187.11,184.49,22898406.0
2024-07-15T00:00:00-04:00,186.53,184.92,188.24,184.92,16474043.0
2024-07-16T00:00:00-04:00,183.92,187.36,188.68,183.37,18290722.0
2024-07-17T00:00:00-04:00,181.02,182.97,183.55,179.9,20734100.0
2024-07-18T00:00:00-04:00,177.69,181.93,182.5,176.47,25315727.0
2024-07-19T00:00:00-04:00,177.66,178.88,180.29,177.13,18881900.0
2024-07-22T00:00:00-04:00,181.67,180.59,182.7,180.23,24100345.0
2024-07-23T00:00:00-04:00,181.79,182.05,183.61,181.54,36352714.0
2024-07-24T00:00:00-04:00,172.63,173.6,176.19,171.82,49585203.0
2024-07-25T00:00:00-04:00,167.28,172.52,173.42,167.19,44852000.0
2024-07-26T00:00:00-04:00,167.0,167.15,168.09,164.06,41336900.0
2024-07-29T00:00:00-04:00,169.53,168.83,170.43,167.99,20293822.0
2024-07-30T00:00:00-04:00,170.29,170.24,171.23,168.44,18959700.0
2024-07-31T00:00:00-04:00,171.54,173.24,174.25,170.01,25729100.0
2024-08-01T00:00:00-04:00,170.76,170.25,174.05,168.88,24531400.0
2024-08-02T00:00:00-04:00,166.66,166.44,168.51,164.67,29130102.0
2024-08-05T00:00:00-04:00,159.25,155.5,164.43,154.93,53630700.0
2024-08-06T00:00:00-04:00,158.29,159.33,160.57,156.41,49004600.0
2024-08-07T00:00:00-04:00,158.94,161.25,162.98,158.47,25138600.0
2024-08-08T00:00:00-04:00,162.03,160.51,163.69,160.21,25578839.0
2024-08-09T00:00:00-04:00,163.67,160.01,163.79,159.06,28602300.0
2024-08-12T00:00:00-04:00,162.29,164.35,164.9,161.84,15895300.0
2024-08-13T00:00:00-04:00,164.16,163.41,164.73,162.97,18551700.0
2024-08-14T00:00:00-04:00,160.37,162.4,163.22,157.71,40591126.0
